drug,creationDate,type,status,targets
DB06512,2008-03-19,small molecule,investigational,BE0000451;BE0000533
DB06515,2008-03-19,small molecule,investigational,BE0001023
DB06519,2008-03-19,small molecule,investigational,NA
DB06521,2008-03-19,small molecule,investigational,BE0000623;BE0001154;BE0000071;BE0000215
DB06523,2008-03-19,small molecule,investigational,NA
DB06525,2008-03-19,small molecule,investigational,BE0000426
DB06527,2008-03-19,small molecule,investigational,NA
DB06529,2008-03-19,small molecule,investigational,NA
DB06530,2008-03-19,small molecule,investigational,BE0000155;BE0003518
DB06532,2008-03-19,small molecule,investigational,NA
DB06533,2008-03-19,small molecule,investigational,BE0000071;BE0000215
DB06534,2008-03-19,biotech,investigational,BE0003440
DB06535,2008-03-19,small molecule,investigational,NA
DB06536,2008-03-19,small molecule,investigational,BE0000071;BE0000215
DB06538,2008-03-19,small molecule,investigational,BE0000291
DB06543,2008-03-19,small molecule,investigational,BE0003469
DB06545,2008-03-19,biotech,investigational,NA
DB06548,2008-03-19,small molecule,investigational,BE0000776;BE0003570
DB06549,2008-03-19,small molecule,investigational,BE0003513
DB06550,2008-03-19,biotech,investigational,BE0001113
DB06554,2008-03-19,small molecule,investigational,NA
DB06555,2008-03-19,small molecule,investigational,NA
DB06556,2008-03-19,small molecule,investigational,NA
DB06557,2008-03-19,biotech,investigational,NA
DB06558,2008-03-19,small molecule,investigational,BE0000521;BE0000043
DB06559,2008-03-19,small molecule,investigational,NA
DB06560,2008-03-19,biotech,investigational,BE0003520
DB06562,2008-03-19,small molecule,investigational,NA
DB06568,2008-03-19,small molecule,investigational,NA
DB06573,2008-03-19,small molecule,investigational,NA
DB06575,2008-03-19,small molecule,investigational,NA
DB06576,2008-03-19,biotech,investigational,NA
DB06578,2008-03-19,small molecule,investigational,NA
DB06579,2008-03-19,small molecule,investigational,BE0008668
DB06580,2008-03-19,small molecule,investigational,NA
DB06581,2008-03-19,small molecule,investigational,BE0001594
DB06582,2008-03-19,small molecule,investigational,NA
DB06585,2008-03-19,small molecule,investigational,NA
DB06586,2008-03-19,small molecule,investigational,BE0000683
DB06587,2008-03-19,small molecule,investigational,BE0003521
DB06588,2008-03-19,small molecule,investigational,NA
DB06589,2008-03-19,small molecule,approved,BE0000029;BE0000369;BE0000023;BE0000852;BE0000205;BE0000453;BE0002133;BE0001341;BE0000689;BE0004714
DB06590,2008-03-19,small molecule,approved,NA
DB06594,2008-03-19,small molecule,approved,BE0000533;BE0000515;BE0000327
DB06595,2008-03-19,small molecule,approved,BE0001132;BE0000369;BE0000453;BE0000852;BE0000205;BE0000147
DB06598,2008-03-19,small molecule,investigational,NA
DB06599,2008-03-19,biotech,investigational,BE0003433
DB06600,2008-03-19,small molecule,investigational,NA
DB06602,2008-03-19,biotech,approved,BE0001208
DB06603,2008-03-19,small molecule,approved,BE0008667
DB06604,2008-03-19,small molecule,investigational,NA
DB06605,2008-03-19,small molecule,approved,BE0000216
DB06606,2008-03-19,biotech,investigational,NA
DB06607,2008-03-19,biotech,withdrawn,BE0002446;BE0002098;BE0002097;BE0000901;BE0000274;BE0000710
DB06608,2008-03-19,small molecule,investigational,NA
DB06609,2008-03-19,small molecule,investigational,NA
DB06610,2008-03-19,small molecule,investigational,NA
DB06611,2008-03-19,biotech,investigational,NA
DB06612,2008-03-19,biotech,approved,BE0001208
DB06614,2008-03-19,small molecule,approved,BE0001667;BE0000057;BE0003527
DB06616,2008-03-19,small molecule,approved,BE0004743;BE0000014;BE0004315;BE0001424;BE0000838;BE0001072;BE0000870;BE0004744;BE0004745;BE0004384
DB06619,2008-03-19,small molecule,investigational,NA
DB06620,2008-03-19,small molecule,investigational,NA
DB06623,2008-03-19,small molecule,approved,BE0000289
DB06624,2008-03-19,small molecule,investigational,NA
DB06625,2008-03-19,small molecule,investigational,NA
DB06626,2008-03-19,small molecule,approved,BE0000029;BE0000369;BE0000023
DB06629,2008-03-19,small molecule,investigational,NA
DB06630,2008-03-19,small molecule,investigational,NA
DB06634,2008-03-19,small molecule,investigational,BE0002638;BE0000384
DB06635,2008-03-19,small molecule,investigational,BE0000216
DB06636,2008-03-19,small molecule,approved,NA
DB06637,2008-03-19,small molecule,approved,BE0000781;BE0004715;BE0004716;BE0004502;BE0004717;BE0004718;BE0004719;BE0004720;BE0004721;BE0004722;BE0004723;BE0004724;BE0004725;BE0004726;BE0003603;BE0003604
DB06638,2008-03-19,small molecule,investigational,NA
DB06640,2008-03-19,small molecule,investigational,NA
DB06641,2008-03-19,small molecule,investigational,BE0000428;BE0000923;BE0001132
DB06642,2008-03-19,biotech,investigational,BE0000163
DB06643,2008-03-19,biotech,approved,BE0003517
DB06645,2008-03-19,small molecule,investigational,NA
DB06647,2008-03-19,biotech,investigational,NA
DB06649,2008-03-19,small molecule,investigational,NA
DB06650,2008-03-19,biotech,approved,BE0000066
DB06652,2008-03-19,small molecule,investigational,BE0000911
DB06654,2008-03-19,small molecule,approved,BE0002196
DB06655,2008-03-19,biotech,approved,BE0000857
DB06656,2008-03-19,small molecule,investigational,NA
DB06657,2008-03-19,small molecule,investigational,NA
DB06659,2008-03-19,small molecule,investigational,NA
DB06660,2008-03-19,small molecule,investigational,BE0002222
DB06662,2008-03-19,biotech,investigational,NA
DB06663,2008-03-19,small molecule,approved,BE0000452;BE0003528;BE0003529;BE0002147
DB06666,2008-03-19,small molecule,investigational,NA
DB06667,2008-03-19,small molecule,investigational,NA
DB06669,2008-03-19,small molecule,investigational,NA
DB06670,2008-03-19,small molecule,investigational,BE0003417
DB06673,2008-03-19,small molecule,investigational,NA
DB06674,2008-03-19,biotech,approved,BE0000704
DB06677,2008-03-19,small molecule,investigational,BE0000521
DB06678,2008-03-19,small molecule,investigational,BE0000442;BE0004957;BE0004864
DB06679,2008-03-19,small molecule,investigational,NA
DB06680,2008-03-19,small molecule,investigational,BE0000557
DB06681,2008-03-19,biotech,approved,BE0000846;BE0000847
DB06682,2008-03-19,small molecule,investigational,NA
DB06683,2008-03-19,small molecule,investigational,NA
DB06684,2008-03-19,small molecule,approved,BE0000291
DB06685,2008-03-19,small molecule,investigational,NA
DB06688,2008-03-19,biotech,approved,BE0001102
DB06689,2008-08-24,small molecule,approved,BE0004817;BE0004672
DB06690,2008-09-02,small molecule,approved,NA
DB06691,2009-01-13,small molecule,approved,BE0000442
DB06692,2009-02-12,biotech,withdrawn,BE0001739;BE0003531;BE0000211;BE0001091
DB06693,2010-03-13,small molecule,experimental,BE0000574
DB06694,2010-04-25,small molecule,approved,BE0000501;BE0000289;BE0000572;BE0000575;BE0000715;BE0000342
DB06695,2010-05-03,small molecule,approved,BE0000048
DB06696,2010-05-05,small molecule,approved,BE0000279
DB06697,2010-05-05,small molecule,approved,NA
DB06698,2010-05-06,small molecule,approved,BE0000442;BE0000968
DB06699,2010-05-06,small molecule,approved,BE0000203
DB06700,2010-05-06,small molecule,approved,BE0000749;BE0000486
DB06701,2010-05-06,small molecule,approved,BE0000647;BE0000486;BE0000749
DB06702,2010-05-06,small molecule,approved,BE0000045;BE0000405;BE0000092;BE0000560;BE0000247
DB06703,2010-05-15,small molecule,approved,NA
DB06704,2010-05-15,small molecule,approved,NA
DB06705,2010-05-15,small molecule,approved,NA
DB06706,2010-05-15,small molecule,approved,BE0000501;BE0000118
DB06707,2010-05-15,small molecule,approved,BE0004864
DB06708,2010-05-15,small molecule,approved,NA
DB06709,2010-05-16,small molecule,approved,BE0000045
DB06710,2010-05-16,small molecule,approved,BE0000132;BE0000123
DB06711,2010-05-16,small molecule,approved,BE0000501;BE0000289
DB06712,2010-05-16,small molecule,approved,BE0000430;BE0000691;BE0002354;BE0002359;BE0002355;BE0003563
DB06713,2010-05-16,small molecule,approved,BE0000557;BE0000530;BE0000132
DB06714,2010-05-16,small molecule,approved,BE0000118;BE0001044
DB06715,2010-05-16,small molecule,approved,BE0004824
DB06716,2010-05-16,small molecule,approved,BE0002346;BE0002345
DB06717,2010-05-16,small molecule,approved,NA
DB06718,2010-05-17,small molecule,approved,BE0004844;BE0004843
DB06719,2010-06-07,biotech,approved,BE0000134;BE0000203
DB06720,2010-06-10,biotech,approved,BE0000978
DB06721,2010-06-25,small molecule,investigational,NA
DB06723,2010-08-09,small molecule,approved,NA
DB06724,2010-08-09,small molecule,approved,NA
DB06725,2010-08-18,small molecule,approved,BE0000017;BE0000262
DB06726,2010-08-18,small molecule,investigational,BE0004872
DB06727,2010-08-18,small molecule,experimental,NA
DB06728,2010-08-18,small molecule,experimental,BE0001091;BE0000530
DB06729,2010-08-18,small molecule,approved,BE0000803
DB06730,2010-08-18,small molecule,approved,BE0005510
DB06731,2010-08-18,small molecule,investigational,NA
DB06732,2010-08-18,small molecule,experimental,BE0000123;BE0003722;BE0008953;BE0003721;BE0001111
DB06733,2010-08-25,small molecule,experimental,BE0003569
DB06734,2010-08-25,small molecule,experimental,BE0003569
DB06735,2010-08-30,small molecule,investigational,NA
DB06736,2010-08-31,small molecule,approved,BE0000262;BE0000017
DB06737,2010-08-31,small molecule,approved,NA
DB06738,2010-08-31,small molecule,approved,BE0000770;BE0000632;BE0000420;BE0004956
DB06739,2010-08-31,small molecule,approved,BE0000759
DB06740,2010-08-31,small molecule,experimental,NA
DB06741,2010-08-31,small molecule,investigational,BE0004852
DB06742,2010-09-01,small molecule,approved,NA
DB06743,2010-09-06,small molecule,other,NA
DB06744,2010-09-06,small molecule,other,NA
DB06745,2010-09-06,small molecule,other,NA
DB06746,2010-09-06,small molecule,other,NA
DB06747,2010-09-06,small molecule,other,NA
DB06748,2010-09-06,small molecule,other,NA
DB06749,2010-09-06,small molecule,other,BE0003659
DB06750,2010-09-06,small molecule,other,BE0003659
DB06751,2010-09-07,small molecule,approved,BE0001133;BE0000430
DB06752,2010-09-14,biotech,withdrawn,BE0002114
DB06754,2010-09-14,small molecule,withdrawn,BE0000280
DB06755,2010-09-14,small molecule,approved,BE0009339
DB06756,2010-09-14,small molecule,approved,BE0000246
DB06757,2010-09-14,small molecule,approved,BE0000011;BE0000771;BE0005824;BE0000286;BE0000510
DB06759,2010-09-14,biotech,withdrawn,BE0009326;BE0009327
DB06760,2010-09-14,biotech,approved,NA
DB06761,2010-09-14,biotech,approved,NA
DB06762,2010-09-14,small molecule,approved,NA
DB06763,2010-09-14,small molecule,investigational,NA
DB06764,2010-09-14,small molecule,approved,BE0000501
DB06766,2010-09-14,small molecule,approved,BE0000442
DB06767,2010-09-14,small molecule,approved,NA
DB06768,2010-09-14,small molecule,approved,NA
DB06769,2010-09-14,small molecule,approved,NA
DB06770,2010-09-14,small molecule,approved,NA
DB06771,2010-09-14,small molecule,approved,BE0000429;BE0003726;BE0000366;BE0003724
DB06772,2010-09-14,small molecule,approved,BE0001391;BE0000026
DB06773,2010-09-14,biotech,approved,BE0008968
DB06774,2010-09-14,small molecule,approved,BE0001023;BE0009007
DB06775,2010-09-14,small molecule,approved,BE0004671
DB06776,2010-09-14,small molecule,approved,BE0004817
DB06777,2010-09-14,small molecule,approved,BE0001777;BE0000956;BE0005788;BE0000622
DB06778,2010-09-14,small molecule,approved,NA
DB06779,2010-09-14,small molecule,approved,BE0000280;BE0000163;BE0000967;BE0001159
DB06780,2010-09-14,small molecule,approved,BE0000668
DB06781,2010-09-14,small molecule,approved,BE0000794
DB06782,2010-09-14,small molecule,approved,BE0004813;BE0004802;BE0004814;BE0003392
DB06783,2010-09-14,small molecule,approved,NA
DB06784,2010-09-14,small molecule,approved,NA
DB06785,2010-09-14,small molecule,approved,BE0000203
DB06786,2010-09-14,small molecule,withdrawn,BE0004659
DB06787,2010-09-14,small molecule,approved,BE0000092;BE0000560;BE0000045;BE0000405
DB06788,2010-09-14,small molecule,approved,BE0000203
DB06789,2010-09-14,small molecule,approved,BE0000557
DB06791,2010-09-14,small molecule,approved,BE0003528;BE0002147
DB06792,2010-09-14,small molecule,approved,BE0004815
DB06793,2010-09-14,small molecule,withdrawn,NA
DB06794,2010-09-14,small molecule,approved,NA
DB06795,2010-09-14,small molecule,approved,BE0003628
DB06796,2010-09-14,small molecule,withdrawn,NA
DB06797,2010-09-14,small molecule,approved,NA
DB06799,2010-09-14,small molecule,approved,NA
DB06800,2010-09-14,small molecule,approved,BE0000770;BE0000632
DB06801,2010-09-14,small molecule,approved,NA
DB06802,2010-09-14,small molecule,approved,BE0000017;BE0000262
DB06803,2010-09-14,small molecule,approved,BE0004796
DB06804,2010-09-14,small molecule,withdrawn,NA
DB06807,2010-09-14,small molecule,approved,NA
DB06809,2010-09-14,small molecule,approved,BE0000919
DB06810,2010-09-14,small molecule,withdrawn,BE0004796
DB06811,2010-09-14,small molecule,approved,NA
DB06812,2010-09-14,small molecule,approved,NA
DB06813,2010-09-14,small molecule,approved,BE0000330;BE0000324
DB06814,2010-09-14,small molecule,approved,BE0000694
DB06815,2010-09-14,small molecule,approved,NA
DB06816,2010-09-14,small molecule,approved,NA
DB06817,2010-09-14,small molecule,approved,BE0004855
DB06819,2010-09-14,small molecule,approved,BE0001389;BE0003783
DB06820,2010-09-14,small molecule,approved,NA
DB06821,2010-09-14,small molecule,approved,BE0000803
DB06822,2010-09-14,small molecule,approved,BE0000280;BE0000590;BE0001150
DB06823,2010-09-14,small molecule,approved,NA
DB06824,2010-09-14,small molecule,approved,NA
DB06825,2010-09-14,small molecule,approved,BE0000203
DB06826,2010-09-14,small molecule,approved,NA
DB06827,2010-09-14,small molecule,approved,BE0004846
DB06828,2010-09-15,small molecule,experimental,BE0001680
DB06829,2010-09-15,small molecule,experimental,BE0000623
DB06830,2010-09-15,small molecule,experimental,BE0003570
DB06831,2010-09-15,small molecule,experimental,BE0001315;BE0002406
DB06832,2010-09-15,small molecule,experimental,BE0000792;BE0003728
DB06833,2010-09-15,small molecule,experimental,BE0003722
DB06834,2010-09-15,small molecule,experimental,BE0001316
DB06835,2010-09-15,small molecule,experimental,BE0003257
DB06836,2010-09-15,small molecule,experimental,BE0001315;BE0003729
DB06837,2010-09-15,small molecule,experimental,BE0003730
DB06838,2010-09-15,small molecule,experimental,BE0001713;BE0000048
DB06839,2010-09-15,small molecule,experimental,NA
DB06840,2010-09-15,small molecule,experimental,BE0001739
DB06841,2010-09-15,small molecule,experimental,BE0000048
DB06842,2010-09-15,small molecule,experimental,BE0001133;BE0001287
DB06843,2010-09-15,small molecule,experimental,BE0003731;BE0003732;BE0003733
DB06844,2010-09-15,small molecule,experimental,BE0003734;BE0001072
DB06845,2010-09-15,small molecule,experimental,BE0001739;BE0000048
DB06847,2010-09-15,small molecule,experimental,BE0009124
DB06848,2010-09-15,small molecule,experimental,BE0003736
DB06849,2010-09-15,small molecule,experimental,BE0003736
DB06850,2010-09-15,small molecule,experimental,BE0001739;BE0000048
DB06851,2010-09-15,small molecule,experimental,BE0003737;BE0001680
DB06852,2010-09-15,small molecule,experimental,BE0003382
DB06853,2010-09-15,small molecule,experimental,BE0001739;BE0000048
DB06855,2010-09-15,small molecule,experimental,BE0000895;BE0001739
DB06856,2010-09-15,small molecule,experimental,BE0000895
DB06857,2010-09-15,small molecule,experimental,BE0000895
DB06858,2010-09-15,small molecule,experimental,BE0000048;BE0001739
DB06859,2010-09-15,small molecule,experimental,BE0000048
DB06860,2010-09-15,small molecule,experimental,BE0001501
DB06861,2010-09-15,small molecule,experimental,BE0000048
DB06862,2010-09-15,small molecule,experimental,BE0001162
DB06864,2010-09-15,small molecule,experimental,BE0002715
DB06865,2010-09-15,small molecule,experimental,BE0000048
DB06866,2010-09-15,small molecule,experimental,BE0000048
DB06867,2010-09-15,small molecule,experimental,BE0003739
DB06868,2010-09-15,small molecule,experimental,BE0000048
