drug,creationDate,type,status,targets
DB05631,2007-11-18,small molecule,investigational,NA
DB05633,2007-11-18,small molecule,investigational,NA
DB05638,2007-11-18,biotech,investigational,NA
DB05642,2007-11-18,small molecule,investigational,BE0000311;BE0000486
DB05644,2007-11-18,small molecule,investigational,BE0000787
DB05645,2007-11-18,small molecule,investigational,NA
DB05649,2007-11-18,biotech,investigational,NA
DB05650,2007-11-18,small molecule,investigational,NA
DB05652,2007-11-18,small molecule,investigational,NA
DB05653,2007-11-18,small molecule,investigational,NA
DB05656,2007-11-18,biotech,investigational,NA
DB05659,2007-11-18,small molecule,investigational,BE0003395;BE0000142;BE0003396
DB05660,2007-11-18,small molecule,investigational,NA
DB05662,2007-11-18,small molecule,investigational,BE0000123
DB05667,2007-11-18,small molecule,investigational,BE0000731;BE0000875
DB05668,2007-11-18,small molecule,investigational,BE0000892
DB05671,2007-11-18,biotech,investigational,NA
DB05675,2007-11-18,biotech,investigational,BE0000538
DB05676,2007-11-18,small molecule,approved,BE0001287;BE0001133;BE0000487;BE0000704;BE0001029;BE0000944;BE0000263
DB05678,2007-11-18,small molecule,investigational,BE0000232
DB05679,2007-11-18,biotech,approved,BE0000981;BE0008663
DB05680,2007-11-18,small molecule,investigational,NA
DB05683,2007-11-18,small molecule,investigational,NA
DB05685,2007-11-18,biotech,investigational,BE0003403
DB05686,2007-11-18,small molecule,investigational,NA
DB05687,2007-11-18,small molecule,investigational,BE0000756;BE0000451
DB05688,2007-11-18,small molecule,investigational,BE0000749;BE0000486
DB05695,2007-11-18,small molecule,investigational,BE0000509
DB05705,2007-11-18,small molecule,investigational,NA
DB05706,2007-11-18,small molecule,investigational,BE0000742;BE0004796
DB05708,2007-11-18,small molecule,investigational,BE0002341
DB05710,2007-11-18,small molecule,investigational,BE0003585
DB05712,2007-11-18,small molecule,investigational,BE0003407
DB05713,2007-11-18,small molecule,investigational,BE0000216
DB05714,2007-11-18,small molecule,investigational,BE0000048
DB05718,2007-11-18,biotech,investigational,NA
DB05719,2007-11-18,small molecule,investigational,NA
DB05722,2007-11-18,small molecule,investigational,NA
DB05723,2007-11-18,small molecule,investigational,NA
DB05730,2007-11-18,small molecule,investigational,NA
DB05732,2007-11-18,small molecule,investigational,NA
DB05735,2007-11-18,small molecule,investigational,NA
DB05736,2007-11-18,small molecule,investigational,BE0003417
DB05737,2007-11-18,small molecule,investigational,BE0001640;BE0000070
DB05738,2007-11-18,small molecule,investigational,NA
DB05739,2007-11-18,biotech,investigational,BE0000062;BE0003426
DB05740,2007-11-18,small molecule,investigational,BE0000738;BE0000850;BE0002341;BE0000849;BE0000411;BE0002343
DB05741,2007-11-18,small molecule,investigational,NA
DB05742,2007-11-18,small molecule,investigational,NA
DB05744,2007-11-18,small molecule,investigational,BE0000704;BE0000918;BE0000877;BE0002484
DB05746,2007-11-18,small molecule,investigational,NA
DB05747,2007-11-18,small molecule,investigational,NA
DB05749,2007-11-18,small molecule,investigational,BE0002090
DB05750,2007-11-18,small molecule,investigational,BE0000061
DB05751,2007-11-18,small molecule,investigational,NA
DB05752,2007-11-18,small molecule,investigational,BE0000092;BE0000560;BE0000045;BE0000405;BE0000247
DB05753,2007-11-18,small molecule,investigational,NA
DB05754,2007-11-18,small molecule,investigational,NA
DB05755,2007-11-18,small molecule,investigational,NA
DB05756,2007-11-18,small molecule,investigational,NA
DB05757,2007-11-18,small molecule,investigational,NA
DB05758,2007-11-18,biotech,investigational,BE0000704
DB05765,2007-11-18,small molecule,investigational,NA
DB05766,2007-11-18,small molecule,investigational,BE0000092;BE0000756;BE0000581
DB05767,2007-11-18,small molecule,investigational,BE0000704;BE0001051;BE0000918;BE0002387;BE0001086
DB05768,2007-11-18,small molecule,investigational,NA
DB05769,2007-11-18,small molecule,investigational,NA
DB05771,2007-11-18,small molecule,investigational,BE0002484
DB05772,2007-11-18,small molecule,investigational,NA
DB05773,2007-11-18,biotech,approved,BE0000511
DB05775,2007-11-18,small molecule,investigational,NA
DB05776,2007-11-18,biotech,investigational,NA
DB05777,2007-11-18,biotech,approved,BE0000048;BE0000041
DB05778,2007-11-18,small molecule,investigational,NA
DB05779,2007-11-18,small molecule,investigational,NA
DB05780,2007-11-18,small molecule,investigational,NA
DB05785,2007-11-18,small molecule,investigational,BE0000663;BE0000206;BE0000144;BE0001040
DB05786,2007-11-18,small molecule,investigational,BE0003422
DB05787,2007-11-18,biotech,investigational,BE0001155
DB05789,2007-11-18,small molecule,investigational,NA
DB05790,2007-11-18,small molecule,investigational,BE0000384
DB05791,2007-11-18,small molecule,investigational,NA
DB05792,2007-11-18,small molecule,investigational,BE0000290
DB05793,2007-11-18,biotech,investigational,BE0003399
DB05794,2007-11-18,biotech,investigational,NA
DB05795,2007-11-18,small molecule,investigational,NA
DB05796,2007-11-18,small molecule,investigational,BE0000266
DB05797,2007-11-18,small molecule,investigational,BE0000015
DB05798,2007-11-18,biotech,investigational,BE0003424;BE0003425
DB05799,2007-11-18,small molecule,investigational,NA
DB05800,2007-11-18,small molecule,investigational,NA
DB05801,2007-11-18,small molecule,investigational,BE0002450
DB05803,2007-11-18,small molecule,investigational,NA
DB05804,2007-11-18,small molecule,investigational,NA
DB05805,2007-11-18,small molecule,investigational,NA
DB05806,2007-11-18,small molecule,investigational,BE0000971
DB05807,2007-11-18,biotech,investigational,NA
DB05808,2007-11-18,small molecule,investigational,NA
DB05809,2007-11-18,biotech,investigational,NA
DB05810,2007-11-18,small molecule,investigational,NA
DB05811,2007-11-18,biotech,investigational,NA
DB05812,2007-11-18,small molecule,approved,BE0000344
DB05814,2007-11-18,small molecule,investigational,BE0000695
DB05815,2007-11-18,biotech,investigational,NA
DB05817,2007-11-18,small molecule,investigational,NA
DB05818,2007-11-18,biotech,investigational,NA
DB05819,2007-11-18,biotech,investigational,NA
DB05820,2007-11-18,small molecule,investigational,NA
DB05821,2007-11-18,small molecule,investigational,NA
DB05824,2007-11-18,small molecule,investigational,BE0000365
DB05825,2007-11-18,small molecule,investigational,NA
DB05826,2007-11-18,small molecule,investigational,NA
DB05827,2007-11-18,biotech,investigational,NA
DB05828,2007-11-18,small molecule,investigational,NA
DB05829,2007-11-18,biotech,approved,BE0003508;BE0004703
DB05830,2007-11-18,small molecule,investigational,NA
DB05831,2007-11-18,small molecule,investigational,BE0002446
DB05832,2007-11-18,small molecule,investigational,NA
DB05833,2007-11-18,small molecule,investigational,NA
DB05834,2007-11-18,small molecule,investigational,NA
DB05835,2007-11-18,small molecule,investigational,NA
DB05836,2007-11-18,biotech,investigational,NA
DB05837,2007-11-18,small molecule,investigational,NA
DB05838,2007-11-18,small molecule,investigational,BE0000293
DB05839,2007-11-18,small molecule,investigational,NA
DB05840,2007-11-18,small molecule,investigational,NA
DB05841,2007-11-18,small molecule,investigational,NA
DB05842,2007-11-18,small molecule,investigational,NA
DB05843,2007-11-18,small molecule,investigational,NA
DB05845,2007-11-18,small molecule,investigational,NA
DB05846,2007-11-18,small molecule,investigational,BE0003392
DB05848,2007-11-18,biotech,investigational,BE0000981
DB05849,2007-11-18,small molecule,investigational,BE0000694
DB05851,2007-11-18,small molecule,investigational,NA
DB05852,2007-11-18,biotech,investigational,NA
DB05854,2007-11-18,small molecule,investigational,BE0000215
DB05855,2007-11-18,small molecule,investigational,BE0000850;BE0000961
DB05856,2007-11-18,small molecule,investigational,NA
DB05857,2007-11-18,biotech,investigational,NA
DB05858,2007-11-18,biotech,investigational,NA
DB05859,2007-11-18,small molecule,investigational,NA
DB05860,2007-11-18,small molecule,investigational,NA
DB05861,2007-11-18,small molecule,investigational,NA
DB05863,2007-11-18,biotech,investigational,NA
DB05864,2007-11-18,small molecule,investigational,BE0001534
DB05865,2007-11-18,small molecule,investigational,NA
DB05866,2007-11-18,small molecule,investigational,NA
DB05867,2007-11-18,biotech,investigational,BE0004604
DB05868,2007-11-18,small molecule,investigational,BE0003427
DB05869,2007-11-18,small molecule,investigational,BE0000704;BE0003428
DB05870,2007-11-18,biotech,investigational,NA
DB05871,2007-11-18,small molecule,investigational,BE0002050
DB05873,2007-11-18,small molecule,investigational,NA
DB05874,2007-11-18,small molecule,investigational,NA
DB05875,2007-11-18,biotech,investigational,NA
DB05876,2007-11-18,small molecule,investigational,BE0001133
DB05877,2007-11-18,biotech,investigational,NA
DB05879,2007-11-18,biotech,investigational,BE0000704
DB05880,2007-11-18,small molecule,investigational,NA
DB05881,2007-11-18,small molecule,investigational,NA
DB05882,2007-11-18,small molecule,investigational,BE0000123;BE0000792
DB05883,2007-11-18,biotech,investigational,BE0003309
DB05884,2007-11-18,small molecule,investigational,NA
DB05885,2007-11-18,small molecule,investigational,BE0000993;BE0002226;BE0004857
DB05886,2007-11-18,small molecule,investigational,NA
DB05887,2007-11-18,small molecule,investigational,NA
DB05888,2007-11-18,small molecule,investigational,BE0003429
DB05889,2007-11-18,biotech,approved,BE0000183
DB05890,2007-11-18,small molecule,investigational,BE0000163
DB05892,2007-11-18,biotech,investigational,BE0001094
DB05894,2007-11-18,small molecule,investigational,NA
DB05895,2007-11-18,biotech,investigational,BE0003433
DB05896,2007-11-18,small molecule,investigational,NA
DB05897,2007-11-18,small molecule,investigational,BE0000858
DB05898,2007-11-18,small molecule,investigational,NA
DB05899,2007-11-18,small molecule,investigational,NA
DB05903,2007-11-18,small molecule,investigational,NA
DB05904,2007-11-18,small molecule,investigational,NA
DB05905,2007-11-18,small molecule,investigational,BE0000084
DB05906,2007-11-18,biotech,investigational,NA
DB05911,2007-11-18,small molecule,investigational,NA
DB05912,2007-11-18,small molecule,investigational,NA
DB05913,2007-11-18,small molecule,investigational,BE0000453;BE0000029
DB05914,2007-11-18,biotech,investigational,NA
DB05915,2007-11-18,biotech,investigational,BE0003435
DB05916,2007-11-18,biotech,investigational,BE0003436
DB05918,2007-11-18,small molecule,investigational,NA
DB05919,2007-11-18,small molecule,investigational,NA
DB05920,2007-11-18,small molecule,investigational,BE0000742
DB05924,2007-11-18,small molecule,investigational,NA
DB05928,2007-11-18,small molecule,investigational,NA
DB05929,2007-11-18,small molecule,investigational,NA
DB05930,2007-11-18,small molecule,investigational,BE0003440
DB05931,2007-11-18,small molecule,investigational,BE0000369
DB05932,2007-11-18,small molecule,investigational,BE0000163;BE0000029;BE0000023
DB05936,2007-11-18,small molecule,investigational,BE0000241
DB05938,2007-11-18,small molecule,investigational,BE0003392
DB05939,2007-11-18,small molecule,investigational,BE0003446
DB05943,2007-11-18,small molecule,investigational,BE0002115;BE0002102
DB05944,2007-11-18,small molecule,investigational,BE0000511;BE0000767
DB05945,2007-11-18,small molecule,investigational,BE0003223;BE0003447
DB05950,2007-11-18,small molecule,investigational,BE0002226
DB05956,2007-11-18,small molecule,investigational,BE0000412;BE0000417
DB05959,2007-11-18,small molecule,investigational,BE0003461;BE0002374;BE0003462
DB05961,2007-11-18,small molecule,investigational,BE0002458;BE0002112;BE0000952
DB05964,2007-11-18,small molecule,investigational,BE0000749;BE0000486;BE0000756
DB05966,2007-11-18,small molecule,investigational,BE0000123;BE0000792
DB05967,2007-11-18,small molecule,investigational,BE0003468
DB05968,2007-11-18,small molecule,investigational,BE0000704
DB05969,2007-11-18,small molecule,investigational,BE0001913;BE0000163
DB05971,2007-11-18,small molecule,investigational,BE0000428
DB05973,2007-11-18,small molecule,investigational,NA
DB05974,2007-11-18,small molecule,investigational,NA
DB05983,2007-11-18,small molecule,investigational,BE0003469
DB05984,2007-11-18,small molecule,investigational,BE0000369;BE0000634
DB05990,2007-11-18,small molecule,approved,BE0001777
DB05992,2007-11-18,small molecule,investigational,BE0000704
DB05993,2007-11-18,small molecule,investigational,BE0000945
DB05996,2007-11-18,biotech,investigational,BE0003473
DB06005,2007-11-18,small molecule,investigational,NA
DB06011,2007-11-18,small molecule,investigational,BE0000854
DB06013,2007-11-18,small molecule,investigational,BE0000742
DB06014,2007-11-18,biotech,approved,BE0008666
DB06016,2007-11-18,small molecule,approved,BE0000581;BE0000756;BE0000291;BE0000393;BE0000451;BE0000442
DB06021,2007-11-18,small molecule,investigational,BE0000767;BE0000511
DB06039,2007-11-18,small molecule,investigational,BE0003437
DB06040,2007-11-18,small molecule,investigational,BE0001852
DB06042,2007-11-18,small molecule,investigational,BE0000143;BE0000026;BE0001415;BE0001408;BE0000742;BE0002425
DB06043,2007-11-18,biotech,approved,BE0000852
DB06049,2007-11-18,biotech,investigational,NA
DB06058,2007-11-18,small molecule,investigational,BE0003427
DB06061,2007-11-18,small molecule,investigational,BE0003430
DB06063,2007-11-18,small molecule,investigational,NA
DB06064,2007-11-18,small molecule,investigational,BE0003431
DB06069,2007-11-18,small molecule,investigational,BE0000971
DB06070,2007-11-18,small molecule,investigational,BE0001120;BE0001898
DB06071,2007-11-18,small molecule,investigational,NA
DB06073,2007-11-18,small molecule,investigational,BE0000988
DB06075,2007-11-18,small molecule,investigational,BE0000858
DB06077,2007-11-18,small molecule,investigational,BE0000451;BE0000756
DB06080,2007-11-18,small molecule,investigational,BE0000147;BE0000029;BE0000369;BE0000023;BE0000453;BE0000853
DB06081,2007-11-18,small molecule,investigational,BE0001043
DB06082,2007-11-18,small molecule,investigational,BE0002374
DB06083,2007-11-18,small molecule,investigational,BE0000981;BE0001029;BE0000918;BE0000961
DB06087,2007-11-18,small molecule,investigational,NA
DB06089,2007-11-18,small molecule,investigational,BE0000672;BE0002398;BE0002399;BE0002400;BE0000897
DB06090,2007-11-18,small molecule,investigational,BE0003438
DB06091,2007-11-18,small molecule,investigational,NA
DB06093,2007-11-18,small molecule,investigational,NA
DB06094,2007-11-18,small molecule,investigational,BE0003432
DB06096,2007-11-18,small molecule,investigational,BE0000067;BE0000797;BE0000659
DB06097,2007-11-18,small molecule,investigational,BE0003434
DB06098,2007-11-18,small molecule,investigational,BE0002469;BE0002470
DB06101,2007-11-18,biotech,investigational,BE0000029;BE0000369;BE0000023
DB06103,2007-11-18,small molecule,investigational,BE0000761;BE0000722
DB06106,2007-11-18,small molecule,investigational,NA
DB06116,2007-11-18,small molecule,investigational,BE0000934
DB06117,2007-11-18,small molecule,investigational,NA
DB06119,2007-11-18,small molecule,investigational,NA
DB06124,2007-11-18,small molecule,investigational,BE0003470
DB06127,2007-11-18,small molecule,investigational,BE0000854
DB06129,2007-11-18,small molecule,investigational,NA
DB06130,2007-11-18,biotech,investigational,NA
DB06133,2007-11-18,small molecule,investigational,BE0000132
DB06134,2007-11-18,small molecule,investigational,BE0000991;BE0004601
DB06137,2007-11-18,small molecule,investigational,BE0000838
DB06138,2007-11-18,small molecule,investigational,BE0000043
DB06140,2007-11-18,small molecule,investigational,BE0000945
DB06144,2007-11-19,small molecule,withdrawn,BE0000756;BE0000451;BE0000533;BE0000945;BE0000090;BE0000501;BE0000575;BE0000715
DB06145,2007-11-19,small molecule,approved,BE0000843
DB06147,2007-11-19,small molecule,approved,BE0002360
DB06148,2007-11-25,small molecule,approved,BE0000289;BE0000451;BE0000533;BE0000442;BE0000486;BE0000749;BE0000146;BE0000291;BE0000342;BE0000393;BE0000460;BE0000572;BE0000581;BE0000632;BE0000647;BE0000650;BE0000756;BE0000945;BE0004863;BE0004889
DB06149,2007-12-05,small molecule,approved,BE0004826
DB06150,2007-12-10,small molecule,approved,NA
DB06151,2008-01-15,small molecule,approved,BE0000185;BE0000030;BE0004839;BE0000481;BE0001154;BE0004655;BE0000417;BE0000365;BE0000760;BE0000396;BE0000641
DB06152,2008-01-20,small molecule,approved,BE0000012;BE0000385
DB06153,2008-01-21,small molecule,approved,BE0000092;BE0000560;BE0000045;BE0000451;BE0000393;BE0000533;BE0000291;BE0000797;BE0000659;BE0000442;BE0000501;BE0000575;BE0000715;BE0000289;BE0000572;BE0000342
DB06154,2008-01-30,small molecule,approved,BE0000130;BE0000629;BE0009339
DB06155,2008-02-14,small molecule,approved,BE0000061;BE0005802
DB06156,2008-03-19,small molecule,investigational,BE0000749;BE0000486;BE0000647
DB06157,2008-03-19,small molecule,investigational,BE0003477;BE0000732
DB06159,2008-03-19,small molecule,investigational,BE0000971
DB06160,2008-03-19,small molecule,investigational,NA
DB06161,2008-03-19,small molecule,investigational,NA
DB06162,2008-03-19,biotech,investigational,BE0003465
DB06163,2008-03-19,small molecule,investigational,NA
DB06166,2008-03-19,small molecule,investigational,NA
DB06168,2008-03-19,biotech,approved,BE0001051
DB06169,2008-03-19,small molecule,investigational,NA
DB06171,2008-03-19,biotech,investigational,NA
DB06174,2008-03-19,small molecule,investigational,BE0000156
DB06176,2008-03-19,small molecule,approved,BE0002365;BE0002366;BE0003523;BE0002368;BE0000785
DB06177,2008-03-19,small molecule,investigational,NA
DB06178,2008-03-19,small molecule,investigational,NA
DB06179,2008-03-19,small molecule,investigational,NA
DB06182,2008-03-19,small molecule,investigational,NA
DB06185,2008-03-19,small molecule,investigational,BE0000250
DB06186,2008-03-19,biotech,approved,BE0000887
DB06187,2008-03-19,small molecule,investigational,NA
DB06188,2008-03-19,small molecule,investigational,NA
DB06190,2008-03-19,small molecule,investigational,BE0001012
DB06191,2008-03-19,small molecule,investigational,BE0001032
DB06192,2008-03-19,biotech,investigational,NA
DB06193,2008-03-19,small molecule,approved,NA
DB06194,2008-03-19,small molecule,investigational,BE0000779
DB06195,2008-03-19,small molecule,investigational,BE0001082;BE0001072;BE0001062;BE0000923;BE0001913;BE0002207;BE0003512
DB06196,2008-03-19,small molecule,approved,BE0003513;BE0001078
DB06197,2008-03-19,small molecule,investigational,NA
DB06198,2008-03-19,small molecule,investigational,NA
DB06199,2008-03-19,small molecule,investigational,BE0000521
DB06200,2008-03-19,small molecule,investigational,NA
DB06201,2008-03-19,small molecule,approved,BE0001192;BE0001143
DB06202,2008-03-19,small molecule,approved,BE0000123;BE0000792;BE0000095
DB06203,2008-03-19,small molecule,approved,BE0000854
DB06204,2008-03-19,small molecule,approved,BE0000770;BE0000486;BE0000632;BE0000420;BE0000311;BE0000749
DB06205,2008-03-19,biotech,approved,BE0004821;BE0000984
DB06206,2008-03-19,small molecule,approved,NA
DB06207,2008-03-19,small molecule,approved,BE0000501;BE0000575;BE0000715
DB06209,2008-03-19,small molecule,approved,BE0000110
DB06210,2008-03-19,small molecule,approved,BE0003440
DB06211,2008-03-19,small molecule,approved,BE0000588;BE0000488;BE0003579;BE0004647;BE0008485
DB06212,2008-03-19,small molecule,approved,BE0000293;BE0000165
DB06213,2008-03-19,small molecule,approved,BE0000924
DB06215,2008-03-19,small molecule,approved,NA
DB06216,2008-03-19,small molecule,approved,BE0000756;BE0000451;BE0000291;BE0000797;BE0000393;BE0000533;BE0004688;BE0000945;BE0000650;BE0000289;BE0000572;BE0000342;BE0000501;BE0000020;BE0000581;BE0000389;BE0000442;BE0000112;BE0000172;BE0000694
DB06217,2008-03-19,small molecule,approved,BE0000197;BE0004717;BE0003604;BE0000090
DB06218,2008-03-19,small molecule,approved,BE0001143;BE0002082;BE0000177
DB06219,2008-03-19,small molecule,approved,NA
DB06224,2008-03-19,small molecule,investigational,NA
DB06226,2008-03-19,biotech,investigational,BE0003482;BE0003483
DB06228,2008-03-19,small molecule,approved,BE0000216
DB06229,2008-03-19,small molecule,investigational,BE0000756;BE0000442;BE0000501;BE0000575;BE0000289;BE0000715;BE0000572;BE0000342;BE0000451;BE0000393;BE0000533
DB06230,2008-03-19,small molecule,withdrawn,BE0000770;BE0000632;BE0000420
DB06231,2008-03-19,small molecule,investigational,BE0000986
DB06233,2008-03-19,small molecule,investigational,BE0002386
DB06234,2008-03-19,small molecule,investigational,BE0003484;BE0003485
DB06235,2008-03-19,small molecule,investigational,NA
DB06236,2008-03-19,small molecule,investigational,NA
DB06237,2008-03-19,small molecule,approved,BE0000182
DB06240,2008-03-19,small molecule,investigational,BE0001032
DB06241,2008-03-19,biotech,investigational,BE0003488
DB06243,2008-03-19,small molecule,withdrawn,BE0000404
DB06244,2008-03-19,biotech,investigational,NA
DB06245,2008-03-19,biotech,investigational,BE0000717;BE0000538;BE0001091;BE0002103;BE0000216;BE0001180;BE0000969;BE0002104;BE0002105;BE0001170;BE0002106;BE0002107;BE0002108;BE0002109;BE0001011;BE0002110;BE0002111
DB06246,2008-03-19,small molecule,investigational,BE0001287;BE0002353;BE0000182;BE0002085;BE0000814;BE0000747;BE0004353
DB06247,2008-03-19,small molecule,investigational,BE0000640
DB06248,2008-03-19,small molecule,investigational,BE0003489;BE0003490
DB06249,2008-03-19,small molecule,approved,BE0000123;BE0000792
DB06250,2008-03-19,small molecule,investigational,NA
DB06251,2008-03-19,small molecule,investigational,NA
DB06253,2008-03-19,small molecule,investigational,NA
DB06255,2008-03-19,small molecule,approved,NA
DB06258,2008-03-19,small molecule,investigational,BE0003514
DB06260,2008-03-19,small molecule,approved,NA
DB06261,2008-03-19,small molecule,approved,NA
DB06262,2008-03-19,small molecule,approved,BE0000501;BE0000575;BE0000715;BE0000289;BE0000572;BE0000342;BE0000172;BE0000694;BE0001012;BE0000753
DB06263,2008-03-19,small molecule,approved,BE0000742;BE0004796
DB06264,2008-03-19,small molecule,approved,NA
DB06266,2008-03-19,small molecule,investigational,BE0001195;BE0001108
DB06267,2008-03-19,small molecule,approved,BE0000182
DB06268,2008-03-19,small molecule,withdrawn,BE0000521;BE0000043
DB06270,2008-03-19,small molecule,investigational,NA
DB06271,2008-03-19,biotech,approved,BE0000775;BE0000280
DB06272,2008-03-19,small molecule,approved,NA
DB06273,2008-03-19,biotech,approved,BE0002859
DB06274,2008-03-19,small molecule,approved,BE0000770;BE0000632;BE0000420
DB06276,2008-03-19,small molecule,investigational,NA
DB06280,2008-03-19,small molecule,investigational,NA
DB06281,2008-03-19,small molecule,investigational,BE0003516
DB06282,2008-03-19,small molecule,approved,BE0000442
DB06283,2008-03-19,small molecule,approved,NA
DB06285,2008-03-19,biotech,approved,BE0003508
DB06287,2008-03-19,small molecule,approved,BE0002386
DB06288,2008-03-19,small molecule,approved,BE0000756;BE0000581;BE0000650;BE0000451
DB06290,2008-03-19,small molecule,approved,BE0004004
DB06292,2008-03-19,small molecule,approved,BE0004753
DB06293,2008-03-19,small molecule,investigational,NA
DB06295,2008-03-19,small molecule,investigational,NA
DB06297,2008-03-19,small molecule,investigational,NA
DB06302,2008-03-19,small molecule,investigational,NA
DB06305,2008-03-19,biotech,investigational,NA
DB06306,2008-03-19,small molecule,investigational,NA
DB06307,2008-03-19,small molecule,investigational,BE0000246
DB06309,2008-03-19,small molecule,investigational,NA
DB06310,2008-03-19,biotech,investigational,NA
DB06311,2008-03-19,small molecule,investigational,BE0000657
DB06317,2008-03-19,biotech,approved,BE0003492
DB06323,2008-03-19,biotech,investigational,NA
DB06325,2008-03-19,small molecule,investigational,BE0003495
DB06326,2008-03-19,biotech,investigational,NA
DB06328,2008-03-19,small molecule,investigational,BE0004796
DB06331,2008-03-19,small molecule,investigational,BE0004796
DB06333,2008-03-19,biotech,investigational,BE0000623;BE0000647;BE0000486
DB06334,2008-03-19,small molecule,investigational,NA
DB06335,2008-03-19,small molecule,approved,BE0000854
DB06336,2008-03-19,small molecule,investigational,NA
DB06342,2008-03-19,biotech,investigational,BE0003496
DB06346,2008-03-19,small molecule,investigational,BE0002382
DB06350,2008-03-19,small molecule,investigational,BE0000110
DB06354,2008-03-19,small molecule,investigational,BE0000346;BE0000217
DB06358,2008-03-19,small molecule,investigational,BE0000330
DB06360,2008-03-19,small molecule,investigational,BE0001196
DB06361,2008-03-19,biotech,approved,NA
DB06362,2008-03-19,small molecule,investigational,BE0000742;BE0002425
DB06365,2008-03-19,small molecule,investigational,NA
DB06366,2008-03-19,biotech,approved,BE0000511
DB06367,2008-03-19,small molecule,investigational,BE0003417
DB06368,2008-03-19,small molecule,investigational,NA
DB06370,2008-03-19,small molecule,investigational,NA
DB06371,2008-03-19,biotech,investigational,BE0000719
DB06372,2008-03-19,biotech,approved,BE0001051;BE0004734;BE0004735
DB06376,2008-03-19,small molecule,investigational,BE0001824
DB06379,2008-03-19,biotech,investigational,NA
DB06393,2008-03-19,small molecule,investigational,BE0000291
DB06395,2008-03-19,small molecule,investigational,NA
DB06397,2008-03-19,small molecule,investigational,NA
DB06399,2008-03-19,biotech,investigational,NA
DB06400,2008-03-19,small molecule,investigational,NA
DB06401,2008-03-19,small molecule,approved,BE0000123;BE0000792
DB06402,2008-03-19,small molecule,approved,NA
DB06403,2008-03-19,small molecule,approved,BE0000521;BE0000043
DB06404,2008-03-19,biotech,approved,BE0002093;BE0001529;BE0002440;BE0004672;BE0000048;BE0001021;BE0001088
DB06406,2008-03-19,small molecule,investigational,BE0000216
DB06408,2008-03-19,small molecule,investigational,BE0000282;BE0000261;BE0000761;BE0004796;BE0000681;BE0000457
DB06410,2008-03-19,small molecule,approved,BE0000779
DB06412,2008-03-19,small molecule,approved,BE0000132;BE0000979
DB06413,2008-03-19,small molecule,approved,BE0000647
DB06414,2008-03-19,small molecule,approved,BE0002050;BE0001594
DB06415,2008-03-19,small molecule,approved,NA
DB06419,2008-03-19,small molecule,investigational,BE0004800
DB06420,2008-03-19,small molecule,investigational,BE0000742;BE0004796
DB06421,2008-03-19,small molecule,investigational,BE0004796;BE0000742;BE0002425
DB06422,2008-03-19,small molecule,investigational,BE0000084;BE0000311
DB06429,2008-03-19,small molecule,investigational,BE0002371
DB06431,2008-03-19,small molecule,investigational,NA
DB06433,2008-03-19,small molecule,investigational,BE0000325
DB06434,2008-03-19,small molecule,investigational,NA
DB06435,2008-03-19,small molecule,investigational,NA
DB06436,2008-03-19,small molecule,investigational,BE0000369
DB06437,2008-03-19,small molecule,investigational,NA
DB06439,2008-03-19,small molecule,approved,BE0000239
DB06440,2008-03-19,small molecule,investigational,NA
DB06441,2008-03-19,small molecule,approved,BE0000110
DB06442,2008-03-19,small molecule,investigational,BE0002705
DB06444,2008-03-19,small molecule,investigational,BE0000704
DB06445,2008-03-19,small molecule,investigational,NA
DB06446,2008-03-19,small molecule,investigational,BE0000451;BE0000291;BE0000356;BE0000533
DB06448,2008-03-19,small molecule,investigational,BE0002373;BE0000970
DB06449,2008-03-19,small molecule,investigational,NA
DB06451,2008-03-19,small molecule,investigational,BE0001132
DB06453,2008-03-19,small molecule,investigational,NA
DB06454,2008-03-19,small molecule,investigational,BE0000291;BE0000756;BE0000581
DB06455,2008-03-19,small molecule,investigational,NA
DB06457,2008-03-19,small molecule,investigational,BE0000090
DB06458,2008-03-19,small molecule,investigational,NA
DB06460,2008-03-19,small molecule,investigational,BE0000521;BE0000043
DB06461,2008-03-19,small molecule,investigational,NA
DB06467,2008-03-19,biotech,investigational,NA
DB06468,2008-03-19,small molecule,investigational,BE0000752
DB06469,2008-03-19,small molecule,investigational,BE0000147
DB06470,2008-03-19,small molecule,investigational,BE0000795
DB06471,2008-03-19,small molecule,investigational,BE0000013
DB06472,2008-03-19,small molecule,investigational,BE0000439;BE0001155
DB06475,2008-03-19,biotech,investigational,BE0001006
DB06477,2008-03-19,small molecule,investigational,BE0000756;BE0000581;BE0000389
DB06478,2008-03-19,small molecule,investigational,NA
DB06479,2008-03-19,small molecule,investigational,BE0001133
DB06480,2008-03-19,small molecule,approved,BE0000084
DB06481,2008-03-19,small molecule,investigational,BE0000382
DB06482,2008-03-19,small molecule,investigational,NA
DB06485,2008-03-19,small molecule,investigational,NA
DB06486,2008-03-19,small molecule,investigational,BE0000872;BE0003404;BE0000991;BE0000437;BE0003382;BE0003381;BE0000428;BE0000955
DB06492,2008-03-19,biotech,investigational,BE0003455
DB06493,2008-03-19,small molecule,investigational,NA
DB06494,2008-03-19,small molecule,investigational,BE0000203
DB06495,2008-03-19,biotech,investigational,BE0000704
DB06504,2008-03-19,small molecule,investigational,NA
DB06506,2008-03-19,small molecule,investigational,BE0000291
DB06510,2008-03-19,small molecule,investigational,BE0000071;BE0000215
